"api","safari","chrome","firefox",
"RegExp#compile","TRUE","TRUE","TRUE",
"RegExp#dotAll","TRUE","TRUE","TRUE",
"RegExp#exec","TRUE","TRUE","TRUE",
"RegExp#flags","TRUE","TRUE","TRUE",
"RegExp#global","TRUE","TRUE","TRUE",
"RegExp#ignoreCase","TRUE","TRUE","TRUE",
"RegExp#input","TRUE","TRUE","TRUE",
"RegExp#lastMatch","TRUE","TRUE","TRUE",
"RegExp#lastParen","TRUE","TRUE","TRUE",
"RegExp#leftContext","TRUE","TRUE","TRUE",
"RegExp#multiline","TRUE","TRUE","TRUE",
"RegExp#rightContext","TRUE","TRUE","TRUE",
"RegExp#source","TRUE","TRUE","TRUE",
"RegExp#sticky","TRUE","TRUE","TRUE",
"RegExp#test","TRUE","TRUE","TRUE",
"RegExp#unicode","TRUE","TRUE","TRUE",
"RelativeTimeFormat#format","TRUE","TRUE","TRUE",
"RelativeTimeFormat#formatToParts","TRUE","TRUE","TRUE",
"RelativeTimeFormat#resolvedOptions","TRUE","TRUE","TRUE",
"RelativeTimeFormat#supportedLocalesOf","TRUE","TRUE","TRUE",
"Request#arrayBuffer","TRUE","TRUE","TRUE",
"Request#blob","TRUE","TRUE","TRUE",
"Request#bodyUsed","TRUE","TRUE","TRUE",
"Request#cache","TRUE","TRUE","TRUE",
"Request#clone","TRUE","TRUE","TRUE",
"Request#credentials","TRUE","TRUE","TRUE",
"Request#destination","TRUE","TRUE","TRUE",
"Request#formData","TRUE","TRUE","TRUE",
"Request#headers","TRUE","TRUE","TRUE",
"Request#integrity","TRUE","TRUE","TRUE",
"Request#json","TRUE","TRUE","TRUE",
"Request#method","TRUE","TRUE","TRUE",
"Request#mode","TRUE","TRUE","TRUE",
"Request#redirect","TRUE","TRUE","TRUE",
"Request#referrer","TRUE","TRUE","TRUE",
"Request#referrerPolicy","TRUE","TRUE","TRUE",
"Request#signal","TRUE","TRUE","TRUE",
"Request#text","TRUE","TRUE","TRUE",
"Request#url","TRUE","TRUE","TRUE",
"ResizeObserver#disconnect","TRUE","TRUE","TRUE",
"ResizeObserver#observe","TRUE","TRUE","TRUE",
"ResizeObserver#unobserve","TRUE","TRUE","TRUE",
"ResizeObserverEntry#contentRect","TRUE","TRUE","TRUE",
"ResizeObserverEntry#target","TRUE","TRUE","TRUE",
"Response#arrayBuffer","TRUE","TRUE","TRUE",
"Response#blob","TRUE","TRUE","TRUE",
"Response#body","TRUE","TRUE","TRUE",
"Response#bodyUsed","TRUE","TRUE","TRUE",
"Response#clone","TRUE","TRUE","TRUE",
"Response#error","TRUE","TRUE","TRUE",
"Response#formData","TRUE","TRUE","TRUE",
"Response#headers","TRUE","TRUE","TRUE",
"Response#json","TRUE","TRUE","TRUE",
"Response#ok","TRUE","TRUE","TRUE",
"Response#redirect","TRUE","TRUE","TRUE",
"Response#redirected","TRUE","TRUE","TRUE",
"Response#status","TRUE","TRUE","TRUE",
"Response#statusText","TRUE","TRUE","TRUE",
"Response#text","TRUE","TRUE","TRUE",
"Response#type","TRUE","TRUE","TRUE",
"Response#url","TRUE","TRUE","TRUE",
"RTCCertificate#expires","TRUE","TRUE","TRUE",
"RTCDataChannel#binaryType","TRUE","TRUE","TRUE",
"RTCDataChannel#bufferedAmount","TRUE","TRUE","TRUE",
"RTCDataChannel#bufferedAmountLowThreshold","TRUE","TRUE","TRUE",
"RTCDataChannel#close","TRUE","TRUE","TRUE",
"RTCDataChannel#id","TRUE","TRUE","TRUE",
"RTCDataChannel#label","TRUE","TRUE","TRUE",
"RTCDataChannel#maxPacketLifeTime","TRUE","TRUE","TRUE",
"RTCDataChannel#maxRetransmits","TRUE","TRUE","TRUE",
"RTCDataChannel#negotiated","TRUE","TRUE","TRUE",
"RTCDataChannel#onbufferedamountlow","TRUE","TRUE","TRUE",
"RTCDataChannel#onclose","TRUE","TRUE","TRUE",
"RTCDataChannel#onerror","TRUE","TRUE","TRUE",
"RTCDataChannel#onmessage","TRUE","TRUE","TRUE",
"RTCDataChannel#onopen","TRUE","TRUE","TRUE",
"RTCDataChannel#ordered","TRUE","TRUE","TRUE",
"RTCDataChannel#protocol","TRUE","TRUE","TRUE",
"RTCDataChannel#readyState","TRUE","TRUE","TRUE",
"RTCDataChannel#send","TRUE","TRUE","TRUE",
"RTCDataChannelEvent#channel","TRUE","TRUE","TRUE",
"RTCDTMFSender#insertDTMF","TRUE","TRUE","TRUE",
"RTCDTMFSender#ontonechange","TRUE","TRUE","TRUE",
"RTCDTMFSender#toneBuffer","TRUE","TRUE","TRUE",
"RTCDTMFToneChangeEvent#tone","TRUE","TRUE","TRUE",
"RTCIceCandidate#candidate","TRUE","TRUE","TRUE",
"RTCIceCandidate#sdpMid","TRUE","TRUE","TRUE",
"RTCIceCandidate#sdpMLineIndex","TRUE","TRUE","TRUE",
"RTCIceCandidate#toJSON","TRUE","TRUE","TRUE",
"RTCPeerConnection#addIceCandidate","TRUE","TRUE","TRUE",
"RTCPeerConnection#addTrack","TRUE","TRUE","TRUE",
"RTCPeerConnection#addTransceiver","TRUE","TRUE","TRUE",
"RTCPeerConnection#close","TRUE","TRUE","TRUE",
"RTCPeerConnection#createAnswer","TRUE","TRUE","TRUE",
"RTCPeerConnection#createDataChannel","TRUE","TRUE","TRUE",
"RTCPeerConnection#createOffer","TRUE","TRUE","TRUE",
"RTCPeerConnection#currentLocalDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#currentRemoteDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#generateCertificate","TRUE","TRUE","TRUE",
"RTCPeerConnection#getConfiguration","TRUE","TRUE","TRUE",
"RTCPeerConnection#getReceivers","TRUE","TRUE","TRUE",
"RTCPeerConnection#getSenders","TRUE","TRUE","TRUE",
"RTCPeerConnection#getStats","TRUE","TRUE","TRUE",
"RTCPeerConnection#getTransceivers","TRUE","TRUE","TRUE",
"RTCPeerConnection#iceConnectionState","TRUE","TRUE","TRUE",
"RTCPeerConnection#iceGatheringState","TRUE","TRUE","TRUE",
"RTCPeerConnection#localDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#ondatachannel","TRUE","TRUE","TRUE",
"RTCPeerConnection#onicecandidate","TRUE","TRUE","TRUE",
"RTCPeerConnection#oniceconnectionstatechange","TRUE","TRUE","TRUE",
"RTCPeerConnection#onicegatheringstatechange","TRUE","TRUE","TRUE",
"RTCPeerConnection#onnegotiationneeded","TRUE","TRUE","TRUE",
"RTCPeerConnection#onsignalingstatechange","TRUE","TRUE","TRUE",
"RTCPeerConnection#ontrack","TRUE","TRUE","TRUE",
"RTCPeerConnection#pendingLocalDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#pendingRemoteDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#remoteDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#removeTrack","TRUE","TRUE","TRUE",
"RTCPeerConnection#setLocalDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#setRemoteDescription","TRUE","TRUE","TRUE",
"RTCPeerConnection#signalingState","TRUE","TRUE","TRUE",
"RTCPeerConnectionIceEvent#candidate","TRUE","TRUE","TRUE",
"RTCRtpReceiver#getContributingSources","TRUE","TRUE","TRUE",
"RTCRtpReceiver#getStats","TRUE","TRUE","TRUE",
"RTCRtpReceiver#getSynchronizationSources","TRUE","TRUE","TRUE",
"RTCRtpReceiver#track","TRUE","TRUE","TRUE",
"RTCRtpSender#dtmf","TRUE","TRUE","TRUE",
"RTCRtpSender#getParameters","TRUE","TRUE","TRUE",
"RTCRtpSender#getStats","TRUE","TRUE","TRUE",
"RTCRtpSender#replaceTrack","TRUE","TRUE","TRUE",
"RTCRtpSender#setParameters","TRUE","TRUE","TRUE",
"RTCRtpSender#track","TRUE","TRUE","TRUE",
"RTCRtpTransceiver#currentDirection","TRUE","TRUE","TRUE",
"RTCRtpTransceiver#direction","TRUE","TRUE","TRUE",
"RTCRtpTransceiver#mid","TRUE","TRUE","TRUE",
"RTCRtpTransceiver#receiver","TRUE","TRUE","TRUE",
"RTCRtpTransceiver#sender","TRUE","TRUE","TRUE",
"RTCRtpTransceiver#stopped","TRUE","TRUE","TRUE",
"RTCSessionDescription#sdp","TRUE","TRUE","TRUE",
"RTCSessionDescription#toJSON","TRUE","TRUE","TRUE",
"RTCSessionDescription#type","TRUE","TRUE","TRUE",
"RTCStatsReport#entries","TRUE","TRUE","TRUE",
"RTCStatsReport#forEach","TRUE","TRUE","TRUE",
"RTCStatsReport#get","TRUE","TRUE","TRUE",
"RTCStatsReport#has","TRUE","TRUE","TRUE",
"RTCStatsReport#keys","TRUE","TRUE","TRUE",
"RTCStatsReport#size","TRUE","TRUE","TRUE",
"RTCStatsReport#values","TRUE","TRUE","TRUE",
"RTCTrackEvent#receiver","TRUE","TRUE","TRUE",
"RTCTrackEvent#streams","TRUE","TRUE","TRUE",
"RTCTrackEvent#track","TRUE","TRUE","TRUE",
"RTCTrackEvent#transceiver","TRUE","TRUE","TRUE",
"screen#availHeight","TRUE","TRUE","TRUE",
"Screen#availHeight","TRUE","TRUE","TRUE",
"screen#availLeft","TRUE","TRUE","TRUE",
"Screen#availLeft","TRUE","TRUE","TRUE",
"screen#availTop","TRUE","TRUE","TRUE",
"Screen#availTop","TRUE","TRUE","TRUE",
"screen#availWidth","TRUE","TRUE","TRUE",
"Screen#availWidth","TRUE","TRUE","TRUE",
"screen#colorDepth","TRUE","TRUE","TRUE",
"Screen#colorDepth","TRUE","TRUE","TRUE",
"screen#height","TRUE","TRUE","TRUE",
"Screen#height","TRUE","TRUE","TRUE",
"screen#pixelDepth","TRUE","TRUE","TRUE",
"Screen#pixelDepth","TRUE","TRUE","TRUE",
"screen#width","TRUE","TRUE","TRUE",
"Screen#width","TRUE","TRUE","TRUE",
"ScriptProcessorNode#bufferSize","TRUE","TRUE","TRUE",
"ScriptProcessorNode#onaudioprocess","TRUE","TRUE","TRUE",
"scrollbars#visible","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#blockedURI","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#columnNumber","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#documentURI","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#effectiveDirective","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#lineNumber","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#originalPolicy","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#referrer","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#sourceFile","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#statusCode","TRUE","TRUE","TRUE",
"SecurityPolicyViolationEvent#violatedDirective","TRUE","TRUE","TRUE",
"Selection#addRange","TRUE","TRUE","TRUE",
"Selection#anchorNode","TRUE","TRUE","TRUE",
"Selection#anchorOffset","TRUE","TRUE","TRUE",
"Selection#collapse","TRUE","TRUE","TRUE",
"Selection#collapseToEnd","TRUE","TRUE","TRUE",
"Selection#collapseToStart","TRUE","TRUE","TRUE",
"Selection#containsNode","TRUE","TRUE","TRUE",
"Selection#deleteFromDocument","TRUE","TRUE","TRUE",
"Selection#empty","TRUE","TRUE","TRUE",
"Selection#extend","TRUE","TRUE","TRUE",
"Selection#focusNode","TRUE","TRUE","TRUE",
"Selection#focusOffset","TRUE","TRUE","TRUE",
"Selection#getRangeAt","TRUE","TRUE","TRUE",
"Selection#isCollapsed","TRUE","TRUE","TRUE",
"Selection#modify","TRUE","TRUE","TRUE",
"Selection#rangeCount","TRUE","TRUE","TRUE",
"Selection#removeAllRanges","TRUE","TRUE","TRUE",
"Selection#selectAllChildren","TRUE","TRUE","TRUE",
"Selection#setBaseAndExtent","TRUE","TRUE","TRUE",
"Selection#setPosition","TRUE","TRUE","TRUE",
"Selection#type","TRUE","TRUE","TRUE",
"ServiceWorker#onerror","TRUE","TRUE","TRUE",
"ServiceWorker#onstatechange","TRUE","TRUE","TRUE",
"ServiceWorker#postMessage","TRUE","TRUE","TRUE",
"ServiceWorker#scriptURL","TRUE","TRUE","TRUE",
"ServiceWorker#state","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#controller","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#getRegistration","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#getRegistrations","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#oncontrollerchange","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#onmessage","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#onmessageerror","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#ready","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#register","TRUE","TRUE","TRUE",
"ServiceWorkerContainer#startMessages","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#active","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#installing","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#onupdatefound","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#scope","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#unregister","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#update","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#updateViaCache","TRUE","TRUE","TRUE",
"ServiceWorkerRegistration#waiting","TRUE","TRUE","TRUE",
"Set#add","TRUE","TRUE","TRUE",
"Set#clear","TRUE","TRUE","TRUE",
"Set#delete","TRUE","TRUE","TRUE",
"Set#entries","TRUE","TRUE","TRUE",
"Set#forEach","TRUE","TRUE","TRUE",
"Set#has","TRUE","TRUE","TRUE",
"Set#keys","TRUE","TRUE","TRUE",
"Set#size","TRUE","TRUE","TRUE",
"Set#values","TRUE","TRUE","TRUE",
"ShadowRoot#activeElement","TRUE","TRUE","TRUE",
"ShadowRoot#elementFromPoint","TRUE","TRUE","TRUE",
"ShadowRoot#elementsFromPoint","TRUE","TRUE","TRUE",
"ShadowRoot#getAnimations","TRUE","TRUE","TRUE",
"ShadowRoot#host","TRUE","TRUE","TRUE",
"ShadowRoot#innerHTML","TRUE","TRUE","TRUE",
"ShadowRoot#mode","TRUE","TRUE","TRUE",
"ShadowRoot#pointerLockElement","TRUE","TRUE","TRUE",
"ShadowRoot#styleSheets","TRUE","TRUE","TRUE",
"SourceBuffer#abort","TRUE","TRUE","TRUE",
"SourceBuffer#appendBuffer","TRUE","TRUE","TRUE",
"SourceBuffer#appendWindowEnd","TRUE","TRUE","TRUE",
"SourceBuffer#appendWindowStart","TRUE","TRUE","TRUE",
"SourceBuffer#buffered","TRUE","TRUE","TRUE",
"SourceBuffer#changeType","TRUE","TRUE","TRUE",
"SourceBuffer#mode","TRUE","TRUE","TRUE",
"SourceBuffer#onabort","TRUE","TRUE","TRUE",
"SourceBuffer#onerror","TRUE","TRUE","TRUE",
"SourceBuffer#onupdate","TRUE","TRUE","TRUE",
"SourceBuffer#onupdateend","TRUE","TRUE","TRUE",
"SourceBuffer#onupdatestart","TRUE","TRUE","TRUE",
"SourceBuffer#remove","TRUE","TRUE","TRUE",
"SourceBuffer#timestampOffset","TRUE","TRUE","TRUE",
"SourceBuffer#updating","TRUE","TRUE","TRUE",
"SourceBufferList#length","TRUE","TRUE","TRUE",
"SourceBufferList#onaddsourcebuffer","TRUE","TRUE","TRUE",
"SourceBufferList#onremovesourcebuffer","TRUE","TRUE","TRUE",
"SpeechSynthesis#cancel","TRUE","TRUE","TRUE",
"SpeechSynthesis#getVoices","TRUE","TRUE","TRUE",
"SpeechSynthesis#pause","TRUE","TRUE","TRUE",
"speechSynthesis#paused","TRUE","TRUE","TRUE",
"SpeechSynthesis#paused","TRUE","TRUE","TRUE",
"speechSynthesis#pending","TRUE","TRUE","TRUE",
"SpeechSynthesis#pending","TRUE","TRUE","TRUE",
"SpeechSynthesis#resume","TRUE","TRUE","TRUE",
"SpeechSynthesis#speak","TRUE","TRUE","TRUE",
"speechSynthesis#speaking","TRUE","TRUE","TRUE",
"SpeechSynthesis#speaking","TRUE","TRUE","TRUE",
"SpeechSynthesisEvent#charIndex","TRUE","TRUE","TRUE",
"SpeechSynthesisEvent#elapsedTime","TRUE","TRUE","TRUE",
"SpeechSynthesisEvent#name","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#lang","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#onboundary","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#onend","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#onerror","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#onmark","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#onpause","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#onresume","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#onstart","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#pitch","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#rate","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#text","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#voice","TRUE","TRUE","TRUE",
"SpeechSynthesisUtterance#volume","TRUE","TRUE","TRUE",
"statusbar#visible","TRUE","TRUE","TRUE",
"Storage#clear","TRUE","TRUE","TRUE",
"Storage#getItem","TRUE","TRUE","TRUE",
"Storage#key","TRUE","TRUE","TRUE",
"Storage#length","TRUE","TRUE","TRUE",
"Storage#removeItem","TRUE","TRUE","TRUE",
"Storage#setItem","TRUE","TRUE","TRUE",
"StorageEvent#initStorageEvent","TRUE","TRUE","TRUE",
"StorageEvent#key","TRUE","TRUE","TRUE",
"StorageEvent#newValue","TRUE","TRUE","TRUE",
"StorageEvent#oldValue","TRUE","TRUE","TRUE",
"StorageEvent#storageArea","TRUE","TRUE","TRUE",
"StorageEvent#url","TRUE","TRUE","TRUE",
"String#anchor","TRUE","TRUE","TRUE",
"String#big","TRUE","TRUE","TRUE",
"String#blink","TRUE","TRUE","TRUE",
"String#bold","TRUE","TRUE","TRUE",
"String#charAt","TRUE","TRUE","TRUE",
"String#charCodeAt","TRUE","TRUE","TRUE",
"String#codePointAt","TRUE","TRUE","TRUE",
"String#concat","TRUE","TRUE","TRUE",
"String#endsWith","TRUE","TRUE","TRUE",
"String#fixed","TRUE","TRUE","TRUE",
"String#fontcolor","TRUE","TRUE","TRUE",
"String#fontsize","TRUE","TRUE","TRUE",
"String#fromCharCode","TRUE","TRUE","TRUE",
"String#fromCodePoint","TRUE","TRUE","TRUE",
"String#includes","TRUE","TRUE","TRUE",
"String#indexOf","TRUE","TRUE","TRUE",
"String#italics","TRUE","TRUE","TRUE",
"String#lastIndexOf","TRUE","TRUE","TRUE",
"String#length","TRUE","TRUE","TRUE",
"String#link","TRUE","TRUE","TRUE",
"String#localeCompare","TRUE","TRUE","TRUE",
"String#match","TRUE","TRUE","TRUE",
"String#matchAll","TRUE","TRUE","TRUE",
"String#normalize","TRUE","TRUE","TRUE",
"String#padEnd","TRUE","TRUE","TRUE",
"String#padStart","TRUE","TRUE","TRUE",
"String#raw","TRUE","TRUE","TRUE",
"String#repeat","TRUE","TRUE","TRUE",
"String#replace","TRUE","TRUE","TRUE",
"String#replaceAll","TRUE","TRUE","TRUE",
"String#search","TRUE","TRUE","TRUE",
"String#slice","TRUE","TRUE","TRUE",
"String#small","TRUE","TRUE","TRUE",
"String#split","TRUE","TRUE","TRUE",
"String#startsWith","TRUE","TRUE","TRUE",
"String#strike","TRUE","TRUE","TRUE",
"String#sub","TRUE","TRUE","TRUE",
"String#substr","TRUE","TRUE","TRUE",
"String#substring","TRUE","TRUE","TRUE",
"String#sup","TRUE","TRUE","TRUE",
"String#toLocaleLowerCase","TRUE","TRUE","TRUE",
"String#toLocaleUpperCase","TRUE","TRUE","TRUE",
"String#toLowerCase","TRUE","TRUE","TRUE",
"String#toUpperCase","TRUE","TRUE","TRUE",
"String#trim","TRUE","TRUE","TRUE",
"String#trimEnd","TRUE","TRUE","TRUE",
"String#trimLeft","TRUE","TRUE","TRUE",
"String#trimRight","TRUE","TRUE","TRUE",
"String#trimStart","TRUE","TRUE","TRUE",
"StyleSheet#disabled","TRUE","TRUE","TRUE",
"StyleSheet#href","TRUE","TRUE","TRUE",
"StyleSheet#media","TRUE","TRUE","TRUE",
"StyleSheet#ownerNode","TRUE","TRUE","TRUE",
"StyleSheet#parentStyleSheet","TRUE","TRUE","TRUE",
"StyleSheet#title","TRUE","TRUE","TRUE",
"StyleSheet#type","TRUE","TRUE","TRUE",
"StyleSheetList#item","TRUE","TRUE","TRUE",
"StyleSheetList#length","TRUE","TRUE","TRUE",
"SubtleCrypto#decrypt","TRUE","TRUE","TRUE",
"SubtleCrypto#deriveBits","TRUE","TRUE","TRUE",
"SubtleCrypto#deriveKey","TRUE","TRUE","TRUE",
"SubtleCrypto#digest","TRUE","TRUE","TRUE",
"SubtleCrypto#encrypt","TRUE","TRUE","TRUE",
"SubtleCrypto#exportKey","TRUE","TRUE","TRUE",
"SubtleCrypto#generateKey","TRUE","TRUE","TRUE",
"SubtleCrypto#importKey","TRUE","TRUE","TRUE",
"SubtleCrypto#sign","TRUE","TRUE","TRUE",
"SubtleCrypto#unwrapKey","TRUE","TRUE","TRUE",
"SubtleCrypto#verify","TRUE","TRUE","TRUE",
"SubtleCrypto#wrapKey","TRUE","TRUE","TRUE",
"SVGAElement#href","TRUE","TRUE","TRUE",
"SVGAElement#target","TRUE","TRUE","TRUE",
"SVGAngle#convertToSpecifiedUnits","TRUE","TRUE","TRUE",
"SVGAngle#newValueSpecifiedUnits","TRUE","TRUE","TRUE",
"SVGAngle#unitType","TRUE","TRUE","TRUE",
"SVGAngle#value","TRUE","TRUE","TRUE",
"SVGAngle#valueAsString","TRUE","TRUE","TRUE",
"SVGAngle#valueInSpecifiedUnits","TRUE","TRUE","TRUE",
"SVGAnimatedAngle#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedAngle#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedBoolean#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedBoolean#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedEnumeration#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedEnumeration#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedInteger#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedInteger#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedLength#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedLength#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedLengthList#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedLengthList#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedNumber#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedNumber#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedNumberList#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedNumberList#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedPreserveAspectRatio#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedPreserveAspectRatio#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedRect#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedRect#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedString#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedString#baseVal","TRUE","TRUE","TRUE",
"SVGAnimatedTransformList#animVal","TRUE","TRUE","TRUE",
"SVGAnimatedTransformList#baseVal","TRUE","TRUE","TRUE",
"SVGAnimationElement#beginElement","TRUE","TRUE","TRUE",
"SVGAnimationElement#beginElementAt","TRUE","TRUE","TRUE",
"SVGAnimationElement#endElement","TRUE","TRUE","TRUE",
"SVGAnimationElement#endElementAt","TRUE","TRUE","TRUE",
"SVGAnimationElement#getCurrentTime","TRUE","TRUE","TRUE",
"SVGAnimationElement#getSimpleDuration","TRUE","TRUE","TRUE",
"SVGAnimationElement#getStartTime","TRUE","TRUE","TRUE",
"SVGAnimationElement#requiredExtensions","TRUE","TRUE","TRUE",
"SVGAnimationElement#systemLanguage","TRUE","TRUE","TRUE",
"SVGAnimationElement#targetElement","TRUE","TRUE","TRUE",
"SVGCircleElement#cx","TRUE","TRUE","TRUE",
"SVGCircleElement#cy","TRUE","TRUE","TRUE",
"SVGCircleElement#r","TRUE","TRUE","TRUE",
"SVGClipPathElement#clipPathUnits","TRUE","TRUE","TRUE",
"SVGComponentTransferFunctionElement#amplitude","TRUE","TRUE","TRUE",
"SVGComponentTransferFunctionElement#exponent","TRUE","TRUE","TRUE",
"SVGComponentTransferFunctionElement#intercept","TRUE","TRUE","TRUE",
"SVGComponentTransferFunctionElement#offset","TRUE","TRUE","TRUE",
"SVGComponentTransferFunctionElement#slope","TRUE","TRUE","TRUE",
"SVGComponentTransferFunctionElement#tableValues","TRUE","TRUE","TRUE",
"SVGComponentTransferFunctionElement#type","TRUE","TRUE","TRUE",
"SVGElement#blur","TRUE","TRUE","TRUE",
"SVGElement#dataset","TRUE","TRUE","TRUE",
"SVGElement#focus","TRUE","TRUE","TRUE",
"SVGElement#onabort","TRUE","TRUE","TRUE",
"SVGElement#onanimationend","TRUE","TRUE","TRUE",
"SVGElement#onanimationiteration","TRUE","TRUE","TRUE",
"SVGElement#onanimationstart","TRUE","TRUE","TRUE",
"SVGElement#onblur","TRUE","TRUE","TRUE",
"SVGElement#oncanplay","TRUE","TRUE","TRUE",
"SVGElement#oncanplaythrough","TRUE","TRUE","TRUE",
"SVGElement#onchange","TRUE","TRUE","TRUE",
"SVGElement#onclick","TRUE","TRUE","TRUE",
"SVGElement#oncontextmenu","TRUE","TRUE","TRUE",
"SVGElement#oncuechange","TRUE","TRUE","TRUE",
"SVGElement#ondblclick","TRUE","TRUE","TRUE",
"SVGElement#ondrag","TRUE","TRUE","TRUE",
"SVGElement#ondragend","TRUE","TRUE","TRUE",
"SVGElement#ondragenter","TRUE","TRUE","TRUE",
"SVGElement#ondragleave","TRUE","TRUE","TRUE",
"SVGElement#ondragover","TRUE","TRUE","TRUE",
"SVGElement#ondragstart","TRUE","TRUE","TRUE",
"SVGElement#ondrop","TRUE","TRUE","TRUE",
"SVGElement#ondurationchange","TRUE","TRUE","TRUE",
"SVGElement#onemptied","TRUE","TRUE","TRUE",
"SVGElement#onended","TRUE","TRUE","TRUE",
"SVGElement#onerror","TRUE","TRUE","TRUE",
"SVGElement#onfocus","TRUE","TRUE","TRUE",
"SVGElement#ongotpointercapture","TRUE","TRUE","TRUE",
"SVGElement#oninput","TRUE","TRUE","TRUE",
"SVGElement#oninvalid","TRUE","TRUE","TRUE",
"SVGElement#onkeydown","TRUE","TRUE","TRUE",
"SVGElement#onkeypress","TRUE","TRUE","TRUE",
"SVGElement#onkeyup","TRUE","TRUE","TRUE",
"SVGElement#onload","TRUE","TRUE","TRUE",
"SVGElement#onloadeddata","TRUE","TRUE","TRUE",
"SVGElement#onloadedmetadata","TRUE","TRUE","TRUE",
"SVGElement#onloadstart","TRUE","TRUE","TRUE",
"SVGElement#onlostpointercapture","TRUE","TRUE","TRUE",
"SVGElement#onmousedown","TRUE","TRUE","TRUE",
"SVGElement#onmouseenter","TRUE","TRUE","TRUE",
"SVGElement#onmouseleave","TRUE","TRUE","TRUE",
"SVGElement#onmousemove","TRUE","TRUE","TRUE",
"SVGElement#onmouseout","TRUE","TRUE","TRUE",
"SVGElement#onmouseover","TRUE","TRUE","TRUE",
"SVGElement#onmouseup","TRUE","TRUE","TRUE",
"SVGElement#onpause","TRUE","TRUE","TRUE",
"SVGElement#onplay","TRUE","TRUE","TRUE",
"SVGElement#onplaying","TRUE","TRUE","TRUE",
"SVGElement#onpointercancel","TRUE","TRUE","TRUE",
"SVGElement#onpointerdown","TRUE","TRUE","TRUE",
"SVGElement#onpointerenter","TRUE","TRUE","TRUE",
"SVGElement#onpointerleave","TRUE","TRUE","TRUE",
